status,year,country,region,borrowerCode,borrowerType,borrowerNotGouv,financier,financeType,group,reportedValue,reportedUnit,cleanUSD,interestRate,liborRate,repayment,grace,term,purpose
Completed,2016,Ethiopia,EA,,,Government,Eximbank,Loan,1.0,117,USD,117,,,,,,Bole Airport Expansion Passenger Terminal - Additional Finance
Completed,2016,Ethiopia,EA,,,Government,Eximbank,Loan,1.0,190,USD,190,,,,,,"Addis-Adama Expressway Phase II: Akaki-IT Park (Goro) Road, 14.5-km; Akaki-Lebu Road, 13.6-km"
Completed,2011,Ethiopia,EA,,,Government,Eximbank,PEBC,1.0,188,USD,188,2,,,8.0,21,"Addis Ababa, 400km Transmission Lines and Substations, Gibe III Hydropower Project (total 612mn)"
Implementation,2016,Ethiopia,EA,,,Government,Eximbank,Loan,1.0,103,USD,103,2.6,,,5.0,20,"Kality Ring Road Interchange-Tulu Dimtu Roundabout Project, 20.6km "
Implementation,2017,Ethiopia,EA,,,Government,Eximbank,EBC,1.0,83,USD,83,,,,,,"28.4km Transmission Lines to Bole and Kilinto Industrial Zones in Addis Ababa, 230KV, Kilinto and Bole Lemi Power plant substations"
Implementation,2017,Ethiopia,EA,,,Government,Eximbank,Loan,1.0,171,USD,171,,,,,,"Modjo-Hawassa Expressway, Arsi Negele-Hawassa Section, 52km"
Implementation,2013,Ethiopia,EA,3.0,AfrStateBanks,Development Bank of Ethiopia (DBE) (SOE),CDB,Loan,1.0,25,USD,25,,,,,,SMEs
Completed,2016,Ethiopia,EA,,,Government,Eximbank,Loan,1.0,249,USD,249,,,,,,"355km Genale Dawa III-Yirgalem II-Wolayita Sodo II-Hawassa II transmission lines and substation, 400KV"
Completed,2015,Ethiopia,EA,2.0,AfrStateCom,Ethiopian Electric Power Corporation (EEPCo) (SOE),Eximbank,EBC,1.0,63,USD,63,,,,,,"Ethiopia-Djibouti Railway Transmission Line Power Supply, 750km "
Implementation,2017,Ethiopia,EA,,,Government,Eximbank,PEBC,1.0,262,USD,262,,,,,,"Adama, Ethio-Hunan Equipment Production Cooperation Industrial Park "
Implementation,2016,Ethiopia,EA,,,Government,Eximbank,CL,1.0,1145,CNY,165,2,,,7.0,20,Addis Ababa Power Network Rehabilitation and Upgrading Project
Completed,2013,Ethiopia,EA,,,Government,CIDCA,ZIL,1.0,360,CNY,59,0,,,,,"Pushkin Square - Gottera Square/Bole Airport Road, 4.3km "
Implementation,2018,Ethiopia,EA,,,Government,CIDCA,ZIL,1.0,540,CNY,79,,,,,,Mekelle Water Supply Project - ZIL Part
Implementation,2018,Ethiopia,EA,,,Government,Eximbank,PEBC,1.0,1070,CNY,156,,,,,,Mekelle Water Supply Project - PEBC Part
Completed,2007,Kenya,EA,,,Government,Eximbank,CL,1.0,317,CNY,43,2,,,8.0,21,National Optic Fibre Backbone Infrastructure (NOFBI) Phase I: E-government
Implementation,2006,Kenya,EA,,,Government,Eximbank,CL,1.0,196,CNY,25,2,,,6.0,19,Rural Telecommunications Development Project
Completed,2007,Kenya,EA,3.0,AfrStateBanks,Development Bank of Kenya,CDB,CommL,2.0,17,USD,17,,,,,15,"Great Wall Apartments Phase I, Lower and Medium Income Family Housing, 528 Apartment Units "
Completed,2008,Kenya,EA,,,Government,Eximbank,PEBC,1.0,108,USD,108,2,,,7.0,15,"Nairobi Eastern and Northern Bypass Highway (Nairobi Ring Road), 72km"
Completed,2009,Kenya,EA,,,Government,Eximbank,CL,1.0,1068,CNY,156,2,,,5.0,21,"Nairobi-Thika Highway, 50km"
Completed,2010,Kenya,EA,,,Government,Eximbank,CL,1.0,670,CNY,102,2,,,0.0,19,"Olkaria IV Geothermal Drilling 140MW, 26 wells"
Completed,2013,Kenya,EA,,,Government,Eximbank,CL,1.0,56,USD,56,2,,,,,Equipment for Phase II of Kenya's National Youth Service Project
Completed,2011,Kenya,EA,,,Government,Eximbank,CL,1.0,775,CNY,123,2,,,7.0,13,Kenyatta University Teaching and Referral Hospital
Completed,2012,Kenya,EA,,,Government,Eximbank,CL,1.0,383,USD,383,2,,,8.0,21,Drilling Materials for Olkaria Geothermal Wells
Completed,2011,Kenya,EA,,,Government,Eximbank,PEBC,1.0,184,USD,184,2,,,7.0,19,Nairobi Southern Bypass
Implementation,2012,Kenya,EA,,,Government,Eximbank,CL,1.0,460,CNY,74,2,,10.0,,,National Optic Fibre Backbone Infrastructure (NOFBI) E-Government Expansion Project
Completed,2006,Kenya,EA,2.0,AfrStateCom,Kenya Electricity Transmission Company (KETRACO) (SOE),Eximbank,CL,1.0,161,CNY,21,2,,,6.0,19,"Kenyan Urban Power Grid Phase I - Chemositsit-Kisii-Meru, 2x132kV Substations, 183 km 132kV & 76km 33kV Power Transmission Lines"
Completed,2009,Kenya,EA,,,Government,Eximbank,CL,1.0,637,CNY,93,2,,,7.0,20,Kenya Power Distribution System Modernization
Implementation,2011,Kenya,EA,,,Government,Eximbank,CL,1.0,308,CNY,49,2,,,7.0,12,Enterprise Messaging and Collaboration System
Signed,2010,Kenya,EA,,,Government,CN Gov,Loan,1.0,991,KES,12,,,,,,Renovation of Sports Center Kasarani
Completed,2011,Kenya,EA,,,Government,Eximbank,CL,1.0,196,CNY,31,2,,,7.0,19,Rehabilitation And Upgrading Of Equipment In The Universities And Technical Training Institutes Project
Completed,2010,Kenya,EA,2.0,AfrStateCom,Kenya Electricity Transmission Company (KETRACO) (SOE),Eximbank,Loan,1.0,93,USD,93,,,,,,"320km, Rabai-Malindi-Garsen-Lamu Transmission Line, 2x220kv+132kV(572kV)"
Completed,2014,Kenya,EA,,,Government,Eximbank,CommL,1.0,2004,USD,2004,,Libor+360bps,10.0,5.0,15,"SGR Phase I - Mombasa to Nairobi 472.3km (CommL portion, total 3.6bn)"
Completed,2014,Kenya,EA,,,Government,Eximbank,CL,1.0,660,CNY,106,2,,,7.0,20,Nairobi 132 KV & 66KV Network Upgrade and Reinforcement Project Phase II
Implementation,2010,Kenya,EA,,,Government,CIDCA,ZIL,1.0,40,CNY,6,0,,,,,Economic and Technical Cooperation
Completed,2015,Kenya,EA,,,Government,Eximbank,Loan,1.0,1483,USD,1483,,Libor + 3,15.0,,,"SGR Phase II Nairobi to Malaba - Sub-phase 1, Nairobi to Naivasha Section, 120.4km"
Signed,2001,Kenya,EA,,,Government,CIDCA,ZIL,1.0,50,CNY,6,0,,,5.0,10,"Kipsigak-Serem-Shamakhokho Road, 54km, Loan 2 "
Signed,2002,Kenya,EA,,,Government,CIDCA,ZIL,1.0,50,CNY,6,0,,,10.0,20,"Kipsigak-Serem-Shamakhokho Road, 54km, Loan 3"
Signed,2007,Kenya,EA,,,Government,Eximbank,CL,1.0,39,CNY,5,2,,,8.0,21,Procurement of Power Lines Material Loan 1
Implementation,2008,Kenya,EA,,,Government,Eximbank,CL,1.0,390,CNY,57,2,,,8.0,20,Procurement of Equipment for National Youth Service (NYS)
Completed,2016,Kenya,EA,,,Government,Eximbank,CL,1.0,136,USD,136,2,,20.0,,,Garissa Solar Power Project 50MW
Completed,2014,Kenya,EA,,,Government,Eximbank,CL,1.0,1600,USD,1600,2,,13.0,7.0,20,"SGR Phase I - Mombasa to Nairobi, 472.3km (CL portion, total 3.6bn)"
Implementation,2016,Kenya,EA,,,Government,Eximbank,Loan,1.0,225,USD,225,2,,,,,"Kibwezi-Mutomo-Kitui-Migwani Road Upgrade, 472km, Phase I "
Implementation,2016,Kenya,EA,,,Government,CDB,CommL,1.0,600,USD,600,,LIBOR 6mo + 495bps,,,7,151 Multisector Infrastructure Projects
Implementation,2019,Kenya,EA,,,Government,Eximbank,Loan,1.0,17000,KES,168,,,,,,Konza Data Center and Smart City Facilities
Completed,2017,Kenya,EA,,,Government,Eximbank,CL,1.0,440,CNY,68,,,,,,Kenya Nationwide Airborne Geophysical Survey
Completed,2015,Kenya,EA,,,Government,CDB,CommL,1.0,27,USD,27,,Libor + 3,3.0,2.0,5,Magnetic Resonance Imaging Equipment Purchase - 20 Units
Implementation,2017,Kenya,EA,,,Government,Eximbank,Loan,1.0,201,CNY,31,2,,10.0,,,Karimenu Dam Water Supply Project
Implementation,2017,Kenya,EA,,,Government,CDB,CommL,1.0,67,USD,67,,Libor + 4.9,,,,Computed Tomography Scanners Supply to 37 Hospitals
Implementation,2018,Kenya,EA,,,Government,Eximbank,CL,1.0,16500,KES,162,,,,,,"Nairobi Western Bypass Road Construction, 16.8km"
Implementation,2019,Kenya,EA,2.0,AfrStateCom,Kenya Electricity Transmission Company (KETRACO) (SOE),Eximbank,Loan,1.0,677,CNY,97,,,,,,Kenya Power Transmission Expansion Project
Implementation,2017,Kenya,EA,,,Government,Eximbank,CL,1.0,135,USD,135,2,,10.0,,,Technical And Vocational Training Laboratories Project (TVET) - Phase II
Implementation,2017,Kenya,EA,2.0,AfrStateCom,Kenya Electricity Transmission Company (KETRACO) (SOE),Eximbank,Loan,1.0,584,CNY,90,,,,,,Garsen - Hola - Garrissa Transmission Line
Implementation,2016,Kenya,EA,,,Government,Eximbank,CL,1.0,99,USD,99,2,,,,20,NOFBI Phase II Expansion Project
Completed,2017,Kenya,EA,,,Government,Eximbank,CL,1.0,11893,KES,115,2,,12.0,,,Construction of Nairobi Inland Container Depot and Access Roads
Signed,2011,Kenya,EA,,,Government,CIDCA,ZIL,1.0,50,CNY,8,,,,,,Economic and Technical Cooperation
Completed,2017,Kenya,EA,,,Government,Eximbank,CL,1.0,13200,KES,128,2,,,7.0,19,Nairobi City Center E.H.V and 66 KV Network Upgrade and Reinforecement Projec
Completed,2004,Comoros,EA,,,Government,Eximbank,Loan,1.0,8,USD,8,,,,,,"Moroni, Prince Said Ibrahim International Airport "
Completed,2010,Comoros,EA,,,Government,Eximbank,CL,1.0,32,USD,32,1,,,5.0,30,Telecommunications Infrastructure
Signed,2018,Comoros,EA,,,Government,Eximbank,CL,1.0,567,CNY,82,,,,,,Network Modernization Project
Completed,2007,Madagascar,EA,,,Government,Eximbank,CL,1.0,385,CNY,53,2,,13.0,8.0,21,"Antananarivo, The Golden Peacock Five-Star Hotel"
Implementation,2017,Madagascar,EA,,,Government,Eximbank,PEBC,1.0,105,USD,105,2,,13.0,7.0,20,"Ivato Airport - Antananarivo Boulevard de l'Europe Expressway, 18.7km"
Completed,2018,Madagascar,EA,,,Government,Eximbank,CL,1.0,41,USD,41,2,,13.0,7.0,20,Ivato-Tsarasoatra Road Rehabilitation 11km; Boulevard de l'Europe in Village de la Francophonie Rehabilitation
Signed,2008,Madagascar,EA,,,Government,CN Gov,Loan,1.0,28,CNY,4,,,,,,Multisectoral Projects
Implementation,2019,Madagascar,EA,,,Government,Eximbank,CL,1.0,1090,CNY,157,,,,,,"Rehabilitation of National Road RN5A Ambilobe-Vohemar, 150km"
Implementation,2018,Madagascar,EA,,,Government,Eximbank,PEBC,1.0,408,CNY,59,1.5,,25.0,5.0,30,"Expressway connecting the Port of Toamasina and the RN2, 10km"
Signed,2000,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,20,CNY,2,0,,10.0,10.0,20,"Quatre-Bornes, New Market "
Completed,2000,Mauritius,EA,,,Government,Eximbank,CL,1.0,150,CNY,18,3,,,,,Plaines Wilhems Sewage Project Phase I
Completed,2001,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,20,CNY,2,0,,10.0,11.0,21,New Mauritius Broadcasting Corporation (MBC) Headquarters-Tranche 1
Signed,2001,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,20,CNY,2,0,,10.0,10.0,20,Construction Project
Signed,2002,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,20,CNY,2,0,,10.0,10.0,20,Economic Assistance Loan - Container Inspection Equipment
Completed,2002,Mauritius,EA,,,Government,Eximbank,CL,1.0,100,CNY,12,4,,8.0,4.0,12,Low-cost Housing Construction - 1500 Units
Completed,2003,Mauritius,EA,,,Government,Eximbank,CL,1.0,260,CNY,31,3,,10.0,10.0,20,Plaines Wilhems Sewage Project Phase II
Signed,2003,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,20,CNY,2,0,,10.0,10.0,20,Economic Assistance Loan - X-Ray Scanning Equipment and CCTV Surveillance System
Completed,2004,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,20,CNY,2,0,,10.0,11.0,21,New Mauritius Broadcasting Corporation (MBC) Headquarters-Tranche 2
Completed,2005,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,40,CNY,5,0,,10.0,11.0,21,New Mauritius Broadcasting Corporation (MBC) Headquarters-Tranche 3
Completed,2006,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,20,CNY,3,0,,10.0,11.0,21,"New Mauritius Broadcasting Corporation (MBC) Headquarters-Tranche 4, Including Radio and TV Broadcast Equipment Procurement"
Completed,2006,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,100,CNY,13,0,,10.0,11.0,21,New Mauritius Broadcasting Corporation (MBC) Headquarters-Tranche 5
Completed,2009,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,40,CNY,6,0,,10.0,6.0,16,Victoria Hospital New Operation Theatre - Loan 1
Completed,2009,Mauritius,EA,2.0,AfrStateCom,Airports of Mauritius Co Ltd (AML) (SOE),Eximbank,PEBC,1.0,260,USD,260,2,,,,,Sir Seewoosagur Ramgoolam International Airport (SSR) Upgrade - Passenger Terminal
Completed,2011,Mauritius,EA,,,Government,Eximbank,CL,1.0,580,CNY,92,2,,10.0,10.0,20,Bagatelle Dam
Signed,2016,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,250,MUR,7,0,,,,,Unknown
Completed,2011,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,3,USD,3,0,,,,,Economic and Trade cooperation
Completed,2013,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,50,CNY,8,0,,,,,Development Projects
Completed,2014,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,257,MUR,8,0,,,,,Economic and Technical cooperation
Signed,2015,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,250,MUR,7,0,,,,,Economic and Technical cooperation
Completed,2017,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,700,MUR,21,0,,10.0,,,Côted’Or National Sports Complex in Saint Pierre
Completed,2009,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,29,CNY,4,0,,10.0,7.0,17,Victoria Hospital New Operation Theatre - Loan 2
Signed,2009,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,72,CNY,10,0,,10.0,7.0,17,CCTV Surveillance System
Implementation,2018,Mauritius,EA,6.0,JV,Mauritius Telecom (MT) (Mauritius 33%),Eximbank,PEBC,1.0,2567,MUR,75,2,,,,20,Safe City Project
Signed,2005,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,20,CNY,2,0,,10.0,,,Economic and Trade cooperation
Signed,2006,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,40,CNY,5,0,,10.0,,,Economic and Trade cooperation
Signed,2007,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,20,CNY,3,0,,10.0,,,Economic and Trade cooperation
Signed,2008,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,30,CNY,4,0,,10.0,,,Economic and Trade cooperation
Signed,2010,Mauritius,EA,,,Government,CIDCA,ZIL,1.0,40,CNY,6,0,,10.0,,,Economic and Trade cooperation
Completed,2009,Malawi,EA,,,Government,Eximbank,CL,1.0,630,CNY,92,2,,15.0,5.0,20,"Bingu International Conference Center, The Presidential Hotel and Presidential Villas"
Completed,2011,Malawi,EA,,,Government,Eximbank,CL,1.0,79,USD,79,,,,5.0,20,"Thyolo, Malawi Science and Technology University "
Completed,2012,Malawi,EA,,,Government,Eximbank,CL,1.0,70,USD,70,2,,,7.0,20,Bingu National Stadium (formerly Joyce Banda National Stadium)
Implementation,2016,Malawi,EA,2.0,AfrStateCom,Electricity Supply Corporation of Malawi Limited (ESCOM) (SOE),Eximbank,CL,1.0,23,USD,23,2,,,5.0,15,National Fiber Backbone
Completed,2001,Mozambique,EA,,,Government,CIDCA,ZIL,1.0,93,CNY,11,0,,,,,Foreign Ministry Office Building
Completed,2007,Mozambique,EA,,,Government,Eximbank,CL,1.0,50,USD,50,,,,,,"Maputo International Airport Renovation Phase I (CL part, total 117mn)"
Completed,2008,Mozambique,EA,,,Government,CIDCA,ZIL,1.0,70,USD,70,0,,,,,Zimpeto National Stadium in Maputo
Completed,2009,Mozambique,EA,,,Government,Eximbank,FA-sub,1.0,30,USD,30,,,,,,"Agro-processing Centers in Manica (cotton), Tete (cornmeal), Zambeze (rice)"
Completed,2009,Mozambique,EA,,,Government,Eximbank,FA-sub,1.0,20,USD,20,,,,,,Agricultural Machineries
Completed,2009,Mozambique,EA,,,Government,Eximbank,CommL,1.0,67,USD,67,,,,,,"Maputo International Airport Renovation Phase I (CommL part, total 117mn)"
Completed,2011,Mozambique,EA,,,Government,Eximbank,CL,1.0,40,USD,40,,,,,,Mozambique Chief Prosecutor Attorney General's Office
Completed,2012,Mozambique,EA,,,Government,Eximbank,Loan,1.0,300,USD,300,,,,,,"Maputo Ring Road, 74km"
Completed,2012,Mozambique,EA,,,Government,Eximbank,Loan,1.0,682,USD,682,4,,15.0,5.0,20,"Maputo-Catembe Bridge, Katembe Bridge/Ponta D'Ouro Road, 3km "
Completed,2010,Mozambique,EA,,,Government,CIDCA,ZIL,1.0,2,USD,2,0,,,,,Unknown
Completed,2012,Mozambique,EA,,,Government,Eximbank,Loan,1.0,60,USD,60,,,,,,Chokwe Agro-Processing Complex
Signed,2012,Mozambique,EA,,,Government,CIDCA,ZIL,1.0,9,USD,9,0,,,,,Economic and Technical Cooperation
Completed,2013,Mozambique,EA,,,Government,Eximbank,CL,1.0,104,USD,104,,,,,,"Beira to Machipanda EN6 Road Repair, 287km, Loan 1"
Completed,2017,Mozambique,EA,,,Government,Eximbank,Loan,1.0,156,USD,156,2,,13.0,7.0,20,Digital Migration
Completed,2014,Mozambique,EA,,,Government,Eximbank,Loan,1.0,120,USD,120,,,,,,Beira Fishing Port Rehabilitation
Completed,2012,Mozambique,EA,,,Government,Eximbank,CL,1.0,135,USD,135,,,,,,Maluana Data Center
Completed,2013,Mozambique,EA,,,Government,Eximbank,CL,1.0,72,USD,72,1.5,,13.0,7.0,20,Mozambique Presidential Palace
Completed,2014,Mozambique,EA,,,Government,Eximbank,Loan,1.0,312,USD,312,,,,,,"Beira to Machipanda EN6 Road Repair, 287km, Loan 2"
Signed,2010,Mozambique,EA,,,Government,Eximbank,Loan,1.0,21,USD,21,,,,,,Coverage for District Landline Telephone Headquarters
Completed,2009,Rwanda,EA,,,Government,Eximbank,CL,1.0,36,USD,36,,,,,,"Kigali Urban Road Upgrade Project, 36km (2009 project)"
Signed,2010,Rwanda,EA,,,Government,CIDCA,ZIL,1.0,6,USD,6,0,,,,,Unknown
Signed,2011,Rwanda,EA,,,Government,CIDCA,ZIL,1.0,13,USD,13,0,,,,,Unknown
Signed,2011,Rwanda,EA,,,Government,CIDCA,ZIL,1.0,50,CNY,8,0,,,,5,Unknown
Completed,2012,Rwanda,EA,,,Government,Eximbank,CL,1.0,113,USD,113,1.5,,,7.0,20,"Kivu Belt Lot 4&5; Mwityazo-Ruvumbu-Karongi Road Project, 66km"
Signed,2012,Rwanda,EA,,,Government,CIDCA,ZIL,1.0,9,USD,9,0,,,,10,Economic and Technical Cooperation Agreement
Signed,2012,Rwanda,EA,,,Government,CIDCA,ZIL,1.0,120,CNY,19,0,,,,,Economic and Technical Cooperation Agreement
Completed,2003,Rwanda,EA,,,Government,CIDCA,ZIL,1.0,2000,RWF,4,0,,,,,Unknown
Signed,2005,Rwanda,EA,,,Government,CIDCA,ZIL,1.0,2,USD,2,0,,,,,Rwandan State House
Signed,2014,Rwanda,EA,,,Government,CIDCA,ZIL,1.0,50,CNY,8,0,,,,,Economic and Technical Cooperation Agreement
Completed,2016,Rwanda,EA,,,Government,Eximbank,Loan,1.0,58200,RWF,71,,,,,,"Kigali Urban Road Upgrade Project, 54km"
Implementation,2018,Rwanda,EA,,,Government,Eximbank,CL,1.0,97,usd,76,,,,,,"Huye – Kibeho - Munini Road Upgrade Project, 66km"
Implementation,2018,Rwanda,EA,,,Government,Eximbank,CL,1.0,50,usd,50,,,,,,"Bugesera International Airport Access Road Project, 13.8km (SONATUBES-GAHANGA-AKAGERA ROAD)"
Signed,2007,Seychelles,EA,,,Government,Eximbank,Loan,1.0,6,SCR,1,,,,,,Mahe Island Sewer & Water System
Completed,2007,Seychelles,EA,,,Government,Eximbank,CL,1.0,100,CNY,14,,,,,,Les Mamelles Housing Project Phase I - 203 Units
Completed,2007,Seychelles,EA,,,Government,Eximbank,CL,1.0,50,CNY,7,,,,,,East Coast Housing Phase II - 160 Units
Completed,2008,Seychelles,EA,,,Government,Eximbank,CL,1.0,11,USD,11,,,,,,Y-12E Utility Aircraft Purchase - 2 units
Completed,2005,Seychelles,EA,,,Government,Eximbank,CL,1.0,1,USD,1,2,,,,,Brilliant Housing - 44 Units
Completed,2005,Seychelles,EA,,,Government,Eximbank,CL,1.0,1,USD,1,2,,,,,Baie Lazare Primary School and Creche Projects
Completed,2014,South Sudan,EA,,,Government,Eximbank,CL,1.0,158,USD,158,2,,,5.0,20,Juba International Airport
Implementation,2018,South Sudan,EA,,,Government,Eximbank,CL,1.0,249,USD,249,,,,,,Air Traffic Management System
Completed,2013,Tanzania,EA,,,Government,Eximbank,CL,1.0,94,USD,94,,,,,,"National ICT Backbone Project (NICTBB), 1st stage of Phase III"
Completed,2008,Tanzania,EA,,,Government,Eximbank,CL,1.0,525,CNY,77,,,,,,National ICT Backbone Project (NICTBB) Phase I
Implementation,2010,Tanzania,EA,,,Government,Eximbank,CL,1.0,481,CNY,73,,,,,,Zanzibar Airport Terminal 2
Completed,2010,Tanzania,EA,,,Government,Eximbank,CL,1.0,700,CNY,106,,,,,,National ICT Backbone Project (NICTBB) Phase II
Signed,2012,Tanzania,EA,,,Government,CIDCA,ZIL,1.0,15,USD,15,0,,,,,Mwalimu Julius Nyerere Convention Centre
Completed,2012,Tanzania,EA,,,Government,Eximbank,PEBC,1.0,920,USD,920,2,,13.0,7.0,20,"Tanzania Petroleum Development Corporation (TPDC) Natural Gas Processing Plants and Pipeline, PEBC part (Mnazi Bay to Dar es Salaam - Mtwara Province Gas Pipeline, 432km)"
Completed,2012,Tanzania,EA,,,Government,Eximbank,EBC,1.0,275,USD,275,,6m libor + 4.3%,11.0,2.0,13,"Tanzania Petroleum Development Corporation (TPDC) Natural Gas Processing Plants and Pipeline, EBC part (Mnazi Bay to Dar es Salaam - Mtwara Province Gas Pipeline, 432km)"
Completed,2002,Tanzania,EA,,,Government,CIDCA,ZIL,1.0,4000,TZS,4,0,,,,,Dodoma Water Project
Completed,2013,Tanzania,EA,,,Government,Eximbank,CL,1.0,285,USD,285,,,,,,Military Residential House
Completed,2015,Tanzania,EA,,,Government,CDB,Loan,1.0,200,USD,200,,,,,,Bolster Foreign Exchange Reserves
Signed,2011,Tanzania,EA,,,Government,CIDCA,ZIL,1.0,15,USD,15,0,,,,,Unknown
Signed,2006,Tanzania,EA,,,Government,CIDCA,ZIL,1.0,80,CNY,10,0,,,,,Unknown
Signed,2009,Uganda,EA,,,Government,Eximbank,CL,1.0,70,CNY,10,2,,15.0,5.0,20,KCC Road Unit and Sanitary Equipment
Completed,2011,Uganda,EA,,,Government,Eximbank,CL,1.0,631,CNY,100,2,,15.0,5.0,20,Equipment Supply to Local Govts
Completed,2009,Uganda,EA,,,Government,Eximbank,CL,1.0,406,CNY,59,2,,15.0,5.0,20,National Backbone Data Transmission Project II
Completed,2011,Uganda,EA,,,Government,Eximbank,PEBC,1.0,350,USD,350,2,,13.0,7.0,20,"Kampala-Entebbe Express Highway, 51km "
Signed,2012,Uganda,EA,,,Government,CIDCA,ZIL,1.0,26000,UGX,10,0,,,,10,Unknown
Implementation,2015,Uganda,EA,,,Government,Eximbank,PEBC,1.0,789,USD,789,2,,15.0,5.0,20,"PEBC part- Karuma Hydropower Project 600MW; 400kV Karuma-Kawanda & 400kV Karuma-Olwiyo & 80km Karuma-Lira Transmission Lines, 132kV; 6 Substations 400kV "
Implementation,2015,Uganda,EA,,,Government,Eximbank,EBC,1.0,646,USD,646,,Libor+3.5%,10.0,5.0,15,"EBC part- Karuma Hydropower Project 600MW; 400kV Karuma-Kawanda & 400kV Karuma-Olwiyo & 80km Karuma-Lira Transmission Lines, 132kV; 6 Substations 400kV"
Completed,2014,Uganda,EA,,,Government,Eximbank,PEBC,1.0,483,USD,483,2,,,5.0,20,Isimba Hydropower Project 183MW
Completed,2007,Uganda,EA,,,Government,Eximbank,CL,1.0,223,CNY,31,2,,15.0,5.0,20,National Backbone Data Transmission Project I
Signed,2010,Uganda,EA,,,Government,Eximbank,CL,1.0,96,CNY,15,2,,,,,National Backbone Data Transmission Project III
Completed,2001,Uganda,EA,,,Government,CIDCA,ZIL,1.0,40,USD,40,0,,,,,Food Research Facility in Kampala
Signed,2011,Uganda,EA,,,Government,CIDCA,ZIL,1.0,100,CNY,16,0,,,,,Unknown
Signed,2008,Uganda,EA,,,Government,CIDCA,ZIL,1.0,5,USD,5,0,,,,,Security Communications System
Implementation,2015,Uganda,EA,,,Government,Eximbank,CL,1.0,1260,CNY,194,2,,,,,Entebbe Airport Expansion Phase I
Completed,2016,Uganda,EA,,,Government,Eximbank,EBC,1.0,100,USD,85,,LIBOR 6M + 3%,12.0,3.0,15,"Electrical Substations in Luzira, Namanve, Mukono and Iganga Industrial Parks"
Implementation,2019,Uganda,EA,,,Government,Eximbank,CL,1.0,213,USD,213,2,,15.0,5.0,20,Bridging the Demand-Supply Gap through Accelerated Rural Electrification Programme (BDSGAREP)
Signed,2019,Uganda,EA,,,Government,Eximbank,Loan,1.0,85,USD,85,,6M libor+3.0%,,4.0,15,"National Science, Technology and Engineering Skills Development Project"
Completed,2002,Zambia,EA,,,Government,CIDCA,ZIL,1.0,8,USD,8,0,,,,,Kamwala Government Complex in Lusaka Completion
Completed,2005,Zambia,EA,2.0,AfrStateCom,Zambia Electricity Supply Corporation Limited (ZESCO) (SOE),CITIC,CommL,1.0,8,USD,8,,,,,,Optic Fibre Cable Phase I
Completed,2006,Zambia,EA,,,Government,Eximbank,Loan,1.0,56,USD,56,,,,,,"Xian MA-60 Airliners Aircrafts Purchase - 2 Units, Harbin Y-12 Cargo Planes Purchase - 12 Units"
Signed,2006,Zambia,EA,,,Government,CIDCA,ZIL,1.0,7,USD,7,0,,,,,TAZARA protocol 2006 - Unknown
Signed,2006,Zambia,EA,,,Government,CIDCA,ZIL,1.0,5,USD,5,0,,,,,TAZARA Equipment and Machinery
Completed,2007,Zambia,EA,,,Government,Eximbank,Loan,1.0,40,USD,40,,,,,,Procurement of Earth-moving Equipment for Road Rehabilitation
Completed,2008,Zambia,EA,2.0,AfrStateCom,Zambia Electricity Supply Corporation Limited (ZESCO) (SOE),Eximbank,Loan,1.0,316,USD,316,,LIBOR+2%,,,15,Kariba North Bank Extension Hydropower Project 360 MW
Completed,2009,Zambia,EA,,,Government,Eximbank,Loan,1.0,25,USD,25,2,,10.0,5.0,15,Kamwala Government Complex Building Interior Construction Project
Completed,2009,Zambia,EA,,,Government,Eximbank,CL,1.0,46,USD,46,2,,15.0,5.0,15,Non-intrusive Container Scanning Equipment
Completed,2009,Zambia,EA,,,Government,Eximbank,CL,1.0,12,USD,12,2,,15.0,5.0,15,Food Reserve Agency (FRA) Storage Sheds
Completed,2009,Zambia,EA,,,Government,CIDCA,ZIL,1.0,68,USD,68,0,,,,,Levy Mwanawasa Stadium in Ndola
Completed,2009,Zambia,EA,,,Government,CIDCA,ZIL,1.0,19,USD,19,0,,5.0,10.0,15,TAZARA Protocol - 2009 Recapitalization
